"mural_registration_id","artist_credit","artwork_title","media","year_installed","year_restored","location_description","street_address","zip","ward","affiliated_or_commissioning","description_of_artwork","community_areas","latitude","longitude","location"
"19427","Jeff Zimmermann","Chicago- Wind, Sun, and Shine","Paint","2013",,"CTA viaduct wall","W Lunt Ave & N Glenwood Ave","60626","49",,"A native of Chicago, Zimmermann has achieved national and international recognition for his large-scale murals featuring painted images of contemporary pop culture and sensitively rendered portraits.     His pop-culture references range from innocuous consumer products such as beer cans, hard candy rings, and high-heeled shoes, to more symbolically charged images like pistols and portraits of political figures. The images are discrete and floating, knitted together by geometric areas of flat color. The overall aesthetic is smooth and sensual: shiny metal and glossy surfaces, rendered in saturated colors.","1","42.00852441","-87.6656101","POINT (-87.6656101 42.00852441)"
"19163","Cyd Smillie","Baseball Rules","Paint","2016",,"both sides of the 400' long underpass on 35th","430 W 35th Street","60616","11",,"The south wall, ï¿½Baseball Rulesï¿½ is based on a movie quote, ï¿½There is only three rules in baseball: you throw the ball, you hit the ball, you catch the ballï¿½ with images of Jack McDonald pitching, Frank Thomas hitting and Carleton Fisk, and Dwayne Wise.","34","41.83097343","-87.63749845","POINT (-87.63749845 41.83097343)"
"19375","William Weyna","Urban Growth","Paint","2012",,"Parking Lot Wall","4156 N Milwaukee","60641","45",,"Mural is of brush and spray paint. Images consist of urban landscape with a garden theme, combined with abstract graffiti art.",,"41.95661815","-87.75117717","POINT (-87.75117717 41.95661815)"
"19256","Marry Tonnu","Letter F",,"2019",,,"1304 W Cortland St","60642","2","7",,,"41.91719946","-87.66038688","POINT (-87.66038688 41.91719946)"
"19210","Ella & Pitr","Untitled","Paint","2016",,,"527 S Wells","60607","25","Wabash Arts Corridor","(Photo Credit: Sandra Steinbrecher) While working on this project Ella + Pitr stated, ï¿½Our inspiration for the Native American of Chicago is the roots of America. Chicago is an old native name and the story of the city is directly linked with native peopleï¿½ ï¿½  as quoted in Sandra Steinbrecherï¿½s Wabash Arts Corridor / Big Walls / 2016","32","41.87508903","-87.63349916","POINT (-87.63349916 41.87508903)"
"19113","Johanna Poethig","Loop Tattoo",,"2005",,,"63 E Lake St","60601","42","Chicago Public Art Group","Artist: Johanna Poethig. 2005.","38","41.8856197","-87.62576044","POINT (-87.62576044 41.8856197)"
"19343","Brandin Hurley","Community Sparks Innovation",,"2020",,"Human Citizen Workplace","4101 N Broadway","60613","46",,,,"41.95717","-87.65202","POINT (-87.65202 41.95717)"
"19124","Green Star Movement","Woodlawn Gateway at 65th",,"2018",,"Viaduct support pillars at 65th Street and Dorchester Ave","1415 East 65th St","60637","20","DCASE","Green Star Movement, with the help of approximately 500 volunteers, created this mosaic to celebrate the Woodlawn neighborhood and its culture. Elaborate portraits of notable figures, including Barack Obama, Michelle Obama, and singer Minnie Riperton are shaped out of tile. Photographs embedded in the material memorialize other former residentsâ€”including Emmett Till and Muhammad Ali. Further highlighting Woodlawnâ€™s rich history, imagery from the front page of the Chicago Crusader, a newspaper headquartered in the neighborhood, is prominently displayed within the mosaic.","9","41.77682307","-87.5902564","POINT (-87.5902564 41.77682307)"
"19356","Liz Flores","For The Bears Fans",,"2020",,"Uptown Ace Hardware","4654 N Broadway","60640","46","Uptown United",,,"41.9666343","-87.6586209","POINT (-87.6586209 41.9666343)"
"19195","Tarachy","Who Do You Love?","Paint","2016",,,"72 E 11th Street","60605","4","Wabash Arts Corridor","(Photo Credit: Sandra Steinbrecher) While working on this project Tararchy stated, ï¿½The images of people at peace, in yoga poses, are meant to inspire and suggest peace. The snake is a rich symbol in our collective unconscious and is meant as a reminder of our ï¿½dark-sideï¿½-  as quoted in Sandra Steinbrecherï¿½s Wabash Arts Corridor / Big Walls / 2016","32","41.86940381","-87.62483711","POINT (-87.62483711 41.86940381)"
"19146","Bunny!XLV (AKA James Nienhuis)","""Take off""","Paint","2018",,"East Wall","1857 W Chicago Ave","60622","1",,"Mural titled ï¿½Take Offï¿½ commissioned by property owner to add to the already colorful stretch of Chicago Avenue in Ukranian Village. The elephant is as a symbol of good luck. Also, a nod to Save The Elephant.","24","41.89584436","-87.67441024","POINT (-87.67441024 41.89584436)"
"19049","REMED","Home of the Heart",,,,"Yollocalli (north wall)","2801 South Ridgeway","60623","22","Yollocalli Arts Reach",,"32","41.84057466","-87.71820602","POINT (-87.71820602 41.84057466)"
"19064","Damon Reed & Moses Ball","Change Makers",,"2006",,,"3819 Ogden Ave","60623","22","Chicago Public Art Group","Artists: Damon Reed & Moses Ball2005",,"41.8522179","-87.72024856","POINT (-87.72024856 41.8522179)"
"19296","Collaboration: Lie and Lucx","rise & shine",,"2016",,"Koko's Mediterrian Grille","1760 W Chicago Ave","60622","1",,"mural",,"41.89610267","-87.67211595","POINT (-87.67211595 41.89610267)"
"19019","Carol Yasko","Under City stone","Paint","1972","2015","North wall of the railroad underpass at 55th and Lake Park","5506 South Lake Park Ave","60637","5","Chicago Public Art Group",,"8","41.79493407","-87.58773626","POINT (-87.58773626 41.79493407)"
"19283","Afrokilla","Your Place or Mime?","Spray Paint","2019",,,"251 N Garland Court","60601","42","Chicago Loop Alliance","This mural is dedicated to ""2019 Year of Chicago Theatre"" depicting two mimes that each represent happy and sad emotions through theatre. The skull is a representation of spiritual connectivity, a signature mark by Chicago artist, Afrokilla. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.",,"41.88649773","-87.6251595","POINT (-87.6251595 41.88649773)"
"19151","Blake Jones",,"Paint","2018",,"Cards Against Humanity HQ","1551 W Homer St","60642","2","Cards Against Humanity HQ","Blake Jones is an artist that works with bright colors, animated characters, and so much creativity that shows throughout his artwork","22","41.91720864","-87.66683738","POINT (-87.66683738 41.91720864)"
"19415","Max Sansing","Rise as One","Paint","2022",,,"1850 E 79th St","60617","8","MEAGAN MCNEAL ON BEHALF OF THE SOUTHEAST CHICAGO CHAMBER OF COMMERCE",,"43","41.75163005","-87.5828544","POINT (-87.5828544 41.75163005)"
"19369","Rahmaan Statik","Yes, And",,"2020",,"The Revival","1160 E 55th St","60615","5","University of Chicago, The Revival",,,"41.79519","-87.59685","POINT (-87.59685 41.79519)"
"19096","John Vergara","Las Puertas de Paseo Boricua","Paint and Mixed Media","2017",,"Division St between Western Ave and California Ave","2554 W Division St","60622","26","DCASE","Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.","25","41.90308144","-87.6916373","POINT (-87.6916373 41.90308144)"
"19328","Justus Roe","North Center","Acrylic and exterior latex paint","2019",,"Alley Fence","4015 N Maplewood Ave","60618","47",,"abstract landscape painting",,"41.95448986","-87.69193459","POINT (-87.69193459 41.95448986)"
"19410","Sentrock, Cujo, Nikko Washington, Dred Ske, Tubs,
Statik, Milton Coronado and Max Sansing","Black Love, Brown Pride Mural","Paint","2020",,,"1640 E 79th St","60649","8","MEAGAN MCNEAL ON BEHALF OF THE SOUTHEAST CHICAGO CHAMBER OF COMMERCE","Southeast Chamber proudly partnered with Delilah Martinez of Vault Gallery to bring these 8 outstanding artists to our community for a one of a kind piece of art. This is the biggest collaborative mural on the southeast side.","43","41.75293","-87.58423362","POINT (-87.58423362 41.75293)"
"19264","Marry Tonnu","Letter O",,"2019",,,"1690 N Elston Ave","60642","2","24",,,"41.91290391","-87.66394498","POINT (-87.66394498 41.91290391)"
"19311","Justus Roe","Seiche","Acrylic and exterior latex paint","2013","2017","Redline underpass wall 1400-1402 w. Estes","1400 E Estes St","60626","49",,"abstract landscape painting",,"42.01167188","-87.66589537","POINT (-87.66589537 42.01167188)"
"19051","Pop Up Mural Shop","Bidi Bidi Bom Bom","Spray + Brush","2014",,"Supermercado Cuauhtemoc","2506 South Kedzie Ave","60623","22","Yollocalli Arts Reach","This Selena-inspired mural was created by Yollocalli youth interns Joe Mora, Gilberto Sandoval, Fatima Garcia & Gabriela Ibarra, aka the Pop Up Mural Shop,  in the summer of 2014.","32","41.84607182","-87.70523412","POINT (-87.70523412 41.84607182)"
"19068","Aurelio Diaz","Galeria del Barrio","Paint","1972","2016","16th and Blue Island","1302 West 16th St","60608","25","Chicago Public Art Group",,"29","41.85983376","-87.65907732","POINT (-87.65907732 41.85983376)"
"19200","Ivan Brunetti","Rectangular Women","Paint","2017",,"Entryway","619 S Wabash","60605","42","Wabash Arts Corridor","(Photo Credit: Columbia College Chicago) I was obsessed for a time with creating a statuesque yet cartoon-like image ""drawn"" with painter's tape, using only perpendicular and parallel lines (and no diagonals), in which the wall color served also as the line. I also hoped the boxiness of the resulting image would interact playfully with all the nearby architecture. This piece was created specifically for the new ShopColumbia space.","32","41.8739881","-87.62583967","POINT (-87.62583967 41.8739881)"
"19178","Heidi Unkefer","Slime Mountain","Paint","2015",,,"623 S Wabash","60605","42","Wabash Arts Corridor","Columbia alumni, Heidi Unkefer, composes her largest mural to date in her signature illustrative style.  Heidi was chosen as the winner of the second WAC alumni competition hosted by Columbia College Chicago.","32","41.87390846","-87.62583771","POINT (-87.62583771 41.87390846)"
"19183","Amuse 126","High Tide","Paint","2016",,,"777 S State St","60605","4","Wabash Arts Corridor","(Photo Credit: Sandra Steinbrecher) AMUSE 126, a Chicago native, lures an unaware audience into a new dimension of abstract typography and illustrative design with his murals.  Chicago Truborn Gallery and Group Fox partnered with the Wabash Arts Corridor to bring this piece to life as part of the inaugural Big Walls festival!","32","41.87185333","-87.62738022","POINT (-87.62738022 41.87185333)"
"19332","Justus Roe","The Valley North","Acrylic and exterior latex paint","2019",,"South facing embankment wall","1551 S Blue Island Ave","60608","25",,"abstract landscape painting",,"41.86038369","-87.65883644","POINT (-87.65883644 41.86038369)"
"19442","Ryan Tova Katz","Wildflowers Mural","Paint","2023",,"Farragut and Clark","5225 N Clark","60640","48",,"Wildflowers mural was commissioned on behalf of property owner, Pete Valavanis, to celebrate the beauty of Public Art and how it can transform a space. Local Artist Ryan Tova Katz painted an incredible mural of Illinois wildflowers to represent the land that was once here and the beauty of the natural prairies, woodlands, and wetlands in the Chicagoland area. This intersection was chosen as it is the intersection where past, present and future coexist with the Dala Horse statue, and the Elise Mural set to be created next year. Andersonville is a welcoming space that thrives for the inclusionary feel to anyone that might walk down its pavements. This intersection can be know as the ""heart""","77","1934931.121","1165095.382","POINT (1165095.382 1934931.121)"
"19017","Calvin Jones, Justine Devan, and Mitchell Caton","A Time To Unite",,"1976",,"41st St & Drexel Ave","4043 South Drexel Blvd","60636","4","Chicago Public Art Group","1976. Artists Calvin Jones, Justine Devan, and Mitchell Caton. A Time To Unite was created as a call to renew racial solidarity. The mural includes images of neighborhood residents in order ""to portray the historic unity of family, community, cultural heritage, and nation in the African-American tradition"". From 1976","2","41.82040592","-87.6044939","POINT (-87.6044939 41.82040592)"
